Identificador,Provincia,Municipio,Zona,Tipo,Precio,Dimensión,Habitaciones,Lavabos,Planta,Ascensor,Parking,Estado,Calefacción,Agua caliente,Antigüedad,Orientación,Amueblado,Consumo,Emisiones,Vendedor,Imagen
155173711,huesca,Monzón,Monzón,Piso,92000 ,90 ,3 ,3 ,,SI,Privado,,,,50 a 70 años,Sur,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157617837,huesca,Monzón,Monzón,Piso,46000 ,55 ,2 ,3 ,,SI,Privado,,,,50 a 70 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
156692678,huesca,Santa María de Dulcis,Santa María De Dulcis,Casa adosada,28000 ,450 ,2 ,3 ,,SI,Privado,,,,50 a 70 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
158224317,huesca,Peralta de Calasanz,Peralta de Calasanz,Casa o chalet,85000 ,200 ,5 ,2 ,,SI,Privado,,,,50 a 70 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
155761538,huesca,Hoz y Costean,Hoz y Costean,Casa o chalet,70000 ,150 ,5 ,2 ,,SI,Privado,,,,50 a 70 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212258,huesca,Peralta de Calasanz,Peralta De Calasanz,Casa o chalet,129000 ,400 ,4 ,3 ,,SI,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212135,huesca,Camporrélls,Camporells,Casa o chalet,35000 ,50 ,6 ,4 ,,SI,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
155144869,huesca,Monzón,Monzón,Piso,185000 ,180 ,4 ,2 ,,SI,Privado,,,,10 a 20 años,Noroeste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212133,huesca,Tamarite de Litera,Tamarite De Litera,Casa o chalet,50699 ,128 ,2 ,2 ,,SI,Privado,,,,50 a 70 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153451244,huesca,Castejón del Puente,Castejón Del Puente,Casa o chalet,37000 ,180 ,3 ,2 ,,SI,Privado,,,,+ 100 años,Suroeste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151199746,huesca,La Puebla de Castro,Puebla De Castro (La),Casa o chalet,250000 ,200 ,3 ,2 ,,,Privado,,,,10 a 20 años,,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153663581,huesca,Salas Bajas,Salas Bajas,Casa o chalet,90000 ,200 ,4 ,2 ,,,Privado,,,,10 a 20 años,,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
154861587,huesca,Castillonroy,Castillonroy,Casa o chalet,85000 ,150 ,4 ,3 ,,,Privado,,,,10 a 20 años,,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153357765,huesca,Pueyo de Santa Cruz,Pueyo de Santa Cruz,Casa o chalet,32000 ,500 ,4 ,3 ,,,Privado,,,,10 a 20 años,,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157379990,huesca,Santa María de Dulcis,Santa María De Dulcis,Finca rústica,39000 ,80 ,4 ,3 ,,,Privado,,,,10 a 20 años,,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157227953,huesca,Monzón,Monzón,Piso,159000 ,146 ,4 ,2 ,,SI,Privado,,,,10 a 20 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212318,huesca,El Grado,Grado (El),Casa o chalet,39900 ,140 ,2 ,2 ,,SI,Privado,,,,10 a 20 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159598535,huesca,Monzón,Monzón,Piso,99500 ,55 ,2 ,2 ,,SI,Privado,,,,5 a 10 años,Sur,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151199752,huesca,Albalate de Cinca,Albalate De Cinca,Casa o chalet,57000 ,169 ,3 ,3 ,,SI,Privado,,,,50 a 70 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160604040,huesca,Barbastro,Barbastro,Piso,90000 ,120 ,4 ,3 ,,SI,Privado,,,,30 a 50 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
156850160,huesca,Alquézar,Alquézar,Casa adosada,500000 ,200 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
158149210,huesca,Esplús,Esplús,Piso,88000 ,80 ,2 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159841691,huesca,Azara,Azara,Casa o chalet,62075 ,150 ,2 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
156714697,huesca,Monzón,Monzón,Casa o chalet,72000 ,70 ,3 ,2 ,,SI,Privado,,,,50 a 70 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157380024,huesca,Barbastro,Barbastro,Piso,128000 ,95 ,3 ,2 ,,SI,Privado,,,,50 a 70 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
154726161,huesca,Monzón,Monzón,Piso,125000 ,232 ,4 ,2 ,,SI,Privado,,,,30 a 50 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
152931045,huesca,Santa María de Dulcis,Santa María De Dulcis,Casa o chalet,32000 ,140 ,4 ,2 ,,SI,Privado,,,,30 a 50 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160531283,huesca,La Puebla de Castro,Puebla De Castro (La),Casa o chalet,129000 ,85 ,2 ,2 ,,SI,Privado,,,,10 a 20 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157654495,huesca,Albalate de Cinca,Albalate De Cinca,Ático,32000 ,10 ,4 ,2 ,,SI,Privado,,,,50 a 70 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
156466430,huesca,Fonz,Fonz,Piso,57000 ,70 ,3 ,2 ,,SI,Privado,,,,50 a 70 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159210332,huesca,Peralta de Calasanz,Peralta De Calasanz,Casa o chalet,112000 ,540 ,6 ,2 ,,SI,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153357727,huesca,Pueyo de Santa Cruz,Pueyo de Santa Cruz,Casa o chalet,26000 ,325 ,6 ,2 ,,SI,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160146618,huesca,Monzón,Monzón,Casa o chalet,78000 ,110 ,3 ,2 ,,SI,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160640970,huesca,Binéfar,Binéfar,Piso,93000 ,105 ,4 ,2 ,,SI,Privado,,,,+ 100 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160436672,huesca,La Puebla de Castro,Puebla De Castro (La),Casa o chalet,66000 ,140 ,5 ,2 ,,SI,Privado,,,,+ 100 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153357761,huesca,Monzón,Monzón,Casa o chalet,23000 ,212 ,5 ,2 ,,SI,Privado,,,,70 a 100 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212148,huesca,Barbastro,Barbastro,Piso,31000 ,73 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159660420,huesca,Barbastro,Barbastro,Piso,66000 ,95 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159829460,huesca,San Esteban de Litera,San Esteban De Litera,Casa o chalet,39000 ,70 ,2 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160758014,huesca,Barbastro,Barbastro,Casa o chalet,165000 ,326 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153357727,huesca,Pueyo de Santa Cruz,Pueyo de Santa Cruz,Casa o chalet,26000 ,325 ,,,,,Privado,,,,,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160146618,huesca,Monzón,Monzón,Casa o chalet,78000 ,110 ,3 ,2 ,,,Privado,,,,+ 100 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160640970,huesca,Binéfar,Binéfar,Piso,93000 ,105 ,4 ,2 ,,SI,Privado,,,,+ 100 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160436672,huesca,La Puebla de Castro,Puebla De Castro (La),Casa o chalet,66000 ,140 ,5 ,2 ,,SI,Privado,,,,+ 100 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
153357761,huesca,Monzón,Monzón,Casa o chalet,23000 ,212 ,5 ,2 ,,SI,Privado,,,,70 a 100 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212148,huesca,Barbastro,Barbastro,Piso,31000 ,73 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159660420,huesca,Barbastro,Barbastro,Piso,66000 ,95 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159829460,huesca,San Esteban de Litera,San Esteban De Litera,Casa o chalet,39000 ,70 ,2 ,2 ,,SI,Privado,,,,30 a 50 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160696485,huesca,Barbastro,Barbastro,Piso,119000 ,84 ,2 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160758014,huesca,Barbastro,Barbastro,Casa o chalet,165000 ,326 ,3 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160829944,huesca,Hoz y Costean,Hoz y Costean,Casa o chalet,30000 ,491 ,3 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
154198725,huesca,Tamarite de Litera,Tamarite De Litera,Casa o chalet,51000 ,372 ,5 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160146617,huesca,Tamarite de Litera,Tamarite De Litera,Piso,63000 ,95 ,3 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212323,huesca,Alcolea de Cinca,Alcolea de Cinca,Casa o chalet,76000 ,250 ,5 ,2 ,,SI,Privado,,,,50 a 70 años,Sur,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159767053,huesca,Monzón,Monzón,Planta baja,92000 ,72 ,2 ,2 ,,SI,Privado,,,,5 a 10 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
157550434,huesca,Estadilla,Estadilla,Piso,75000 ,69 ,2 ,2 ,,SI,Privado,,,,1 a 5 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
155668072,huesca,Binéfar,Binéfar,Casa o chalet,750000 ,770 ,7 ,2 ,,SI,Privado,,,,1 a 5 años,Suroeste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
161347378,huesca,Altorricón,Altorricón,Casa o chalet,130000 ,197 ,3 ,2 ,,SI,Privado,,,,1 a 5 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
158169320,huesca,Monzón,Monzón,Casa o chalet,163000 ,190 ,4 ,2 ,,SI,Privado,,,,20 a 30 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
152723845,huesca,Pozán de Vero,Pozán de Vero,Casa o chalet,27500 ,200 ,4 ,2 ,,SI,Privado,,,,20 a 30 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151383521,huesca,Naval,Naval,Casa o chalet,75000 ,180 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
151212167,huesca,Estadilla,Estadilla,Finca rústica,129000 ,340 ,4 ,2 ,,SI,Privado,,,,30 a 50 años,Noreste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
160231509,huesca,Monzón,Monzón,Piso,139000 ,115 ,4 ,2 ,,SI,Privado,,,,10 a 20 años,Norte,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
154303917,huesca,Monzón,Monzón,Piso,84000 ,105 ,4 ,2 ,,SI,Privado,,,,30 a 50 años,Sureste,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
156891768,huesca,Belver de Cinca,Belver De Cinca,Casa o chalet,69000 ,334 ,4 ,2 ,,SI,Privado,,,,+ 100 años,Este,,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
161337317,huesca, Graus, Graus,Apartamento,69800 ,100 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Este,Sí,G,G,APARTAMENTOS TURÍSTICOS GRAUS,SI
161636309,huesca,Alquézar,Adahuesca,Casa o chalet,155000 ,250 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Este,Sí,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
159688721,huesca, Huesca Capital,Casco Antiguo,Piso,30900 ,81 ,2 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Este,Sí,G,G,Profesional,SI
160476922,huesca, Huesca Capital, San Lorenzo,Piso,153000 ,90 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Este,Sí,G,G,SUVIVIENDA,SI
158196693,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,97400 ,85 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Este,Sí,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
160963711,huesca, Canfranc, Canfranc,Piso,44300 ,38 ,2 ,,,SI,,,,,Menos de 1 año,,,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
158676358,huesca, Fraga, Fraga,Piso,22800 ,42 ,3 ,,,SI,,,,,Menos de 1 año,,,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
159039596,huesca,Barbastro,Barbastro,Piso,49200 ,84 ,3 ,,,SI,,,,,Menos de 1 año,,,G,G,OUTLETDEVIVIENDAS,SI
161634106,huesca, Siétamo, Siétamo,Casa adosada,180000 ,185 ,3 ,3 ,,SI,,Reformado,,,Menos de 1 año,Sur,Sí,D,D,Particular: Roberto,SI
158943411,huesca, Alcolea de Cinca, Alcolea de Cinca,Casa o chalet,19000 ,1687 ,3 ,3 ,,SI,,Reformado,,,+ 100 años,Sur,Sí,G,G,AG GESTIO IMMOBLES,SI
161139839,huesca,Laspaúles, España,Apartamento,100000 ,50 ,2 ,3 ,,SI,Comunitario,Muy bien,,,10 a 20 años,Sur,Sí,G,G,FINCAS ANETO,SI
160265088,huesca,Sabiñánigo,Sabiñánigo - Sardas - Puente de Sabiñánigo,Piso,137000 ,148 ,4 ,3 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160698741,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,136000 ,113 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698754,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,139100 ,108 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698739,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,102000 ,78 ,2 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698737,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,99000 ,75 ,2 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698731,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,82200 ,63 ,2 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698750,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,138000 ,113 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698736,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,102500 ,75 ,2 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698745,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,140300 ,113 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
160698742,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,141000 ,113 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,ALTAMIRA,SI
159622334,huesca,Fraga,Fraga,Casa o chalet,137600 ,120 ,3 ,2 ,,SI,Privado,Muy bien,,,10 a 20 años,Sur,Sí,G,G,OUTLETDEVIVIENDAS,SI
161632946,huesca, Siétamo, Siétamo,Piso,A consultar,120 ,4 ,2 ,,SI,Privado,Bien,,,50 a 70 años,Sur,Sí,A,A,Particular: Anuncio Particular,SI
133514984,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,165000 ,90 ,3 ,2 ,,SI,Comunitario,Muy bien,,,50 a 70 años,Sur,Sí,G,G,PIRINEOS CASA,SI
160572947,huesca, Bonansa, Bonansa,Apartamento,84500 ,45 ,2 ,2 ,,SI,Comunitario,Bien,,,50 a 70 años,Sur,Sí,G,G,INNOVA-LM,SI
161125785,huesca, Jaca, Poblaciones sur,Casa o chalet,375000 ,1084 ,4 ,2 ,,SI,Privado,A reformar,,,+ 100 años,Suroeste,Sí,Exento,Exento,JACETANIA 2000,SI
159636210,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,51000 ,78 ,3 ,2 ,,SI,Privado,A reformar,,,+ 100 años,Suroeste,Sí,G,G,OUTLETDEVIVIENDAS,SI
159635356,huesca,Siétamo,Siétamo,Piso,53100 ,215 ,2 ,2 ,,SI,Privado,A reformar,,,+ 100 años,Suroeste,Sí,G,G,OUTLETDEVIVIENDAS,SI
159767604,huesca,Sabiñánigo,Sardas - Puente de Sabiñánigo,Piso,58500 ,80 ,3 ,2 ,,SI,Privado,A reformar,,,+ 100 años,Suroeste,Sí,G,G,OUTLETDEVIVIENDAS,SI
161629972,huesca, Huesca Capital, Casco Antiguo,Piso,80000 ,80 ,3 ,2 ,,SI,Privado,Bien,,,+ 100 años,Suroeste,No,C,C,Particular: Anuncio Particular,SI
159202604,huesca,La Sotonera,La Sotonera,Piso,17200 ,73 ,3 ,2 ,,SI,Privado,Bien,,,+ 100 años,Suroeste,No,G,G,Profesional,SI
159689677,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,51000 ,108 ,4 ,2 ,,SI,Privado,Bien,,,+ 100 años,Suroeste,No,G,G,Profesional,SI
161037009,huesca, Grañén, Grañén,Finca rústica,95000 ,100 ,4 ,2 ,,SI,Privado,Bien,,,+ 100 años,Suroeste,No,G,G,FINCAS ALCORAZ,SI
157926980,huesca, Castejón de Sos, Castejón de Sos,Casa o chalet,220000 ,265 ,3 ,2 ,,SI,Privado,A reformar,,,+ 100 años,Suroeste,No,G,G,GP INMOBILIARIA,SI
161384159,huesca, Huesca Capital, Casco Antiguo,Loft,93000 ,52 ,3 ,2 ,,SI,Privado,A reformar,,,Menos de 1 año,Suroeste,No,G,G,FINCAS VICAM,SI
160698733,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,85200 ,66 ,,,,SI,Privado,,,,,,,G,G,ALTAMIRA,SI
160698753,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,115800 ,88 ,2 ,2 ,,SI,Privado,,,,,,,G,G,ALTAMIRA,SI
160698734,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,112500 ,88 ,2 ,2 ,,SI,Privado,,,,,,,G,G,ALTAMIRA,SI
160698735,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,125500 ,88 ,2 ,2 ,,SI,Privado,,,,,,,G,G,ALTAMIRA,SI
160698746,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,108900 ,84 ,2 ,2 ,,SI,Privado,,,,,,,G,G,ALTAMIRA,SI
161627528,huesca,Siétamo,Siétamo,Casa o chalet,290000 ,245 ,4 ,4 ,,SI,Privado,,,,10 a 20 años,,,G,G,FINCAS VICAM,SI
161624244,huesca, Binéfar, Binéfar,Casa o chalet,96600 ,238 ,3 ,4 ,,SI,Privado,Muy bien,,,+ 100 años,Este,,G,G,ASESORIA CENCABI,SI
161621518,huesca,Villanúa,Villanúa,Piso,158000 ,65 ,2 ,2 ,,SI,Privado,Muy bien,,,1 a 5 años,Este,Sí,B,B,Particular: Miguel Domínguez,SI
160382569,huesca, Huesca Capital, Casco Antiguo,Piso,156000 ,110 ,4 ,2 ,,SI,Privado,A reformar,Gas Natural,,30 a 50 años,Este,Sí,G,G,FINCAS ALTO ARAGON,SI
161619490,huesca, Jaca, Estación,Piso,135000 ,106 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,,30 a 50 años,Este,Sí,G,G,PIRINEOS CASA,SI
161619484,huesca, Biescas, Biescas,Casa o chalet,385000 ,270 ,8 ,3 ,,SI,Privado,A reformar,Gas Natural,,30 a 50 años,Este,Sí,G,G,PIRINEOS CASA,SI
161618950,huesca, Biescas, Biescas,Piso,115400 ,101 ,3 ,3 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
161618945,huesca, Huesca Capital, San Lorenzo,Piso,149300 ,88 ,2 ,3 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,D,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
161618147,huesca,Biescas,Biescas,Casa o chalet,99900 ,167 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,OUTLETDEVIVIENDAS,SI
159690592,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,39900 ,118 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,Profesional,SI
160532251,huesca, Huesca Capital,Perpetuo Socorro,Piso,28000 ,73 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,Profesional,SI
161617726,huesca, Huesca Capital,San Lorenzo,Piso,390000 ,115 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,TAURUS,SI
159683735,huesca,Binaced,Binaced,Casa o chalet,30000 ,229 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,,Menos de 1 año,Este,Sí,G,G,Profesional,SI
161616127,huesca, Huesca Capital, Perpetuo Socorro,Piso,94000 ,113 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Electricidad,30 a 50 años,Norte,Sí,G,G,SIXTYHOME,SI
150913760,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,40000 ,108 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Electricidad,Menos de 1 año,Norte,Sí,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
160254467,huesca,Sabiñánigo,Sabiñánigo - Sardas - Puente de Sabiñánigo,Piso,70000 ,73 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
159625805,huesca,Canal de Berdún,Canal de Berdún,Casa o chalet,69500 ,224 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
161065795,huesca, Huesca Capital,San José,Piso,132500 ,90 ,4 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
159636237,huesca, Huesca Capital,Perpetuo Socorro,Piso,87000 ,114 ,4 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
159635250,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,73600 ,136 ,4 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
157028023,huesca,Sabiñánigo,Las Margas Golf - Latas,Piso,84700 ,127 ,4 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
160991141,huesca, Sabiñánigo, Las Margas Golf - Latas,Piso,128000 ,110 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Norte,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160246722,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Apartamento,119000 ,71 ,2 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,Menos de 1 año,Sur,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160775369,huesca, Lalueza, Lalueza,Casa o chalet,50000 ,230 ,4 ,2 ,,SI,Privado,A reformar,Electricidad,Electricidad,+ 100 años,Sureste,Sí,Exento,Exento,FINQUES MINGUELLA,SI
161604478,huesca, Campo, Campo,Piso,75000 ,58 ,2 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Este,Sí,E,E,Ninmo Brarbe,SI
160575795,huesca, Alcalá de Gurrea, Alcalá de Gurrea,Piso,15500 ,70 ,2 ,,,,,,,,,,,G,G,TERRA ESPAÑA,SI
161366603,huesca, Biescas, Biescas,Casa o chalet,450000 ,686 ,12 ,6 ,,,Privado,A reformar,,,70 a 100 años,Suroeste,,Exento,Exento,JACETANIA 2000,SI
160611882,huesca, Alcalá de Gurrea, Alcalá de Gurrea,Piso,14500 ,64 ,2 ,6 ,,,Privado,A reformar,,,70 a 100 años,Suroeste,,G,G,TERRA ESPAÑA,SI
161603717,huesca, Huesca Capital, Perpetuo Socorro,Piso,76000 ,104 ,3 ,6 ,,,Privado,A reformar,,,70 a 100 años,Suroeste,,G,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
161603473,huesca, Fraga, Fraga,Piso,38000 ,173 ,4 ,2 ,,,Privado,A reformar,,,Menos de 1 año,Suroeste,,G,G,SERVIHABITAT SERVICIOS INMOBILIARIOS,SI
158986143,huesca, Albalate de Cinca, Albalate de Cinca,Piso,49000 ,123 ,4 ,2 ,,,Privado,A reformar,,,Menos de 1 año,Suroeste,,E,E,ESPATIUM,SI
160084291,huesca, Barbastro, Barbastro,Piso,88000 ,116 ,4 ,2 ,,,Privado,A reformar,,,30 a 50 años,Suroeste,,G,G,CASAS Y CAMPOS,SI
160482887,huesca,Barbastro,Barbastro,Piso,70500 ,82 ,4 ,2 ,,,Privado,A reformar,,,30 a 50 años,Suroeste,,G,G,OUTLETDEVIVIENDAS,SI
